name,price,storage_gb,primary_use_case,OS,Weight,Touch,Size,Resolution,PPI,Anti Glare Screen,Processor,Brand,RAM,Generation,RAM_Type,GPU_Model,GPU_Type
HP Pavilion 15-P277TX Laptop (5th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph),47500,1024,Gaming,Windows 8.1,2.2,No,15.6,1366x768,100,No,5th Gen Intel Core i5 5200U,Hp,4,5th Gen,DDR3,Unknown,Unknown
Acer Swift 3 SF313-52 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),50990,512,Business,Windows,1.19,No,13.5,1920x1080,163,Yes,10th Gen Intel Core i5 1035G4,Acer,8,10th Gen,LPDDR4,IRIS PLUS,Integrated
Asus F550CC-CJ979H Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 2GB Graph/ Touch) (90NB00W9-M21400),36000,500,Gaming,Windows 8,2.3,No,15.6,1366x768,100,No,3rd Gen Intel Core i3 3217U,Asus,4,3rd Gen,DDR3,GT 720M,Dedicated
HP 245 G7 8GD46PC Laptop (APU Pro A4/ 4GB/ 500GB/ FreeDOS),24990,500,Gaming,DOS,1.52,No,14.0,1366x768,112,No,AMD APU Pro A4 4350B,Hp,4,Unknown,DDR4,RADEON R4,Unknown
Lenovo Ideapad 520 (81BF00AWIN) Laptop (8th Gen Ci5/ 8GB/ 2TB/ Win10/ 2GB Graph),53999,2048,General,Windows 10,2.2,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8250U,Lenovo,8,8th Gen,DDR4,MX150,Dedicated
Dell Inspiron 3449 Notebook (5th Gen Core i5/ 4GB/ 500GB/ Ubuntu/ 2GB Graph),42990,500,General,Linux,2.0,No,14.0,1366x768,112,Yes,5th Gen Intel Core i5 5200U,Dell,4,5th Gen,DDR3,Unknown,Unknown
Asus ROG Zephyrus G14 GA401QM-K2272TS Gaming Laptop (AMD Ryzen 9/ 16GB/1TB SSD/ Win10/ 6GB Graph),155990,1024,Gaming,Windows 10,1.7,No,14.0,2560x1440,202,Yes,5th Gen AMD Ryzen 9 5900HS,Asus,16,5th Gen,DDR4,RTX 3060,Dedicated
HP Spectre X360 13-ac058tu (1HQ32PA) Laptop (7th Gen Ci5/ 8GB/ 360GB SSD/ Win10),118450,512,Business,Windows 10,1.32,Yes,13.3,1920x1080,166,No,7th Gen Intel Core i5 7200U,Hp,8,7th Gen,DDR3,HD GRAPHICS 620,Integrated
Asus TUF Gaming F15 FX566HC-HN120T Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win10/ 4GB Graph),76990,1024,Gaming,Windows 10,2.3,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i5 11400H,Asus,8,11th Gen,Unknown,RTX 3050,Dedicated
Lenovo Thinkpad T430U (62732-6Q) Laptop (3rd Gen Core i5/ 4GB/ 500GB/ Win8),83200,500,General,Windows 8,1.85,No,14.0,1366x768,112,Yes,3rd Gen Intel Core i5 3427U,Lenovo,4,3rd Gen,DDR3,HD GRAPHICS 4000,Integrated
Asus Vivobook S150 S510UN-BQ069T Laptop (8th Gen Ci7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 2GB Graph),57990,1024,General,Windows 10,1.7,No,15.6,1920x1080,141,No,8th Gen Intel Core i7 8550U,Asus,8,8th Gen,DDR4,Unknown,Unknown
Lenovo V14 82C4016TIH Laptop (10th Gen Core i3/ 4GB/ 1TB/ Win10 Home),36000,1024,Student,Windows 10,1.6,No,14.0,1366x768,100,No,10th Gen Intel Core i3 1005G1,Lenovo,4,10th Gen,DDR4,HD GRAPHICS 620,Integrated
Acer Aspire A315-21 (NX.GNVSI.004) Laptop (AMD A4-9120/ 4GB/ 1TB/ Elinux),16400,1024,Gaming,Linux,1.85,No,15.6,1366x768,100,No,7th Gen AMD APU Dual Core,Acer,4,7th Gen,DDR4,RADEON R5,Unknown
Lenovo Legion 5 Pro 82JQ009DIN Laptop (AMD Ryzen 7 5800H/ 32GB/ 1TB SSD/ Win10 Home/ 8GB Graph),171489,1024,Gaming,Windows 10,2.45,No,16.0,2560x1600,189,Yes,5th Gen AMD Ryzen 7  5800H,Lenovo,32,5th Gen,DDR4,RTX 3070,Dedicated
HP 15-di1001tu Laptop (8th Gen Core i5/ 4GB/ 1TB/ Win10),45990,1024,General,Windows 10,2.18,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8265U,Hp,4,8th Gen,DDR4,UHD 620,Integrated
Lenovo IdeaPad Slim 3 82H700V1IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),42990,512,General,Windows 11,1.41,No,14.0,1920x1080,157,Yes,11th Gen Intel Core i5 1135G7,Lenovo,8,11th Gen,DDR4,Unknown,Integrated
Lenovo Ideapad 320E (80XL03FUIN) Laptop (7th Gen Core i5/ 8GB/ 1TB/ FreeDOS/ 2GB Graph),41990,1024,Gaming,DOS,2.2,No,15.6,1366x768,100,Yes,7th Gen Intel Core i5 7200U,Lenovo,8,7th Gen,DDR4,Unknown,Dedicated
HP Pavilion w101TX x360 Notebook (6th Gen Ci7/ 8GB/ 1TB/ Win10/ 2GB Graph) (T5Q54PA),82999,1024,General,Windows 10,2.29,Yes,15.6,1920x1080,141,No,6th Gen Intel Core i7,Hp,8,6th Gen,DDR3,Unknown,Unknown
HP Pavilion 15-n020AX Laptop (APU Quad Core A4/ 4GB/ 1TB/ Ubuntu/ 1GB Graph),31990,1024,Gaming,Linux,2.28,No,15.6,1366x768,100,No,AMD APU Quad Core A4-5000,Hp,4,Unknown,DDR3,Unknown,Unknown
Dell Inspiron 5000 5567 Notebook (7th Gen Core i5/ 8GB/ 2TB/ Win10/ 4GB Graph),62990,2048,Gaming,Windows 10,1.85,No,15.6,1920x1080,141,No,7th Gen Intel Core i5,Dell,8,7th Gen,DDR4,RADEON R7,Unknown
HP Pavilion 13-BE0205AU Laptop (Ryzen 5 5600U/ 16GB/ 512GB SSD/ Win11 Home),84208,512,Gaming,Windows 11,3.175,No,13.3,1920x1200,170,Yes,5th Gen AMD Ryzen 5  5600U,Hp,16,5th Gen,DDR4,Unknown,Unknown
Lenovo IdeaPad 3 15IML05 81WB01E7IN Laptop (10th Gen Core i3/ 8GB/ 1TB HDD/ Win11 Home),33779,1024,Student,Windows 11,1.7,No,15.6,1920x1080,141,Yes,10th Gen Intel Core i3 10110U,Lenovo,8,10th Gen,DDR4,Unknown,Integrated
HP 15-AY007TX Notebook (6th Gen Core i5/ 4GB/ 1TB/ DOS/ 2GB Graph) (W6T44PA),44799,1024,Gaming,DOS,2.19,No,15.6,1920x1080,141,Yes,6th Gen Intel Core i5,Hp,4,6th Gen,DDR4,RADEON R5,Unknown
Apple MacBook Pro 13inch MF841HN/A Laptop (Ci5/ 8GB/ 512GB SSD/ Mac OS X Yosemite),129900,512,General,macOS,1.58,No,13.0,2560x1600,202,No,Intel Core i5 5257U,Apple,8,Unknown,DDR3,Unknown,Integrated
Dell G7 15 7590 Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 4GB Graph),79999,1024,Gaming,Windows 10,2.62,No,15.6,1920x1080,202,Yes,8th Gen Intel Core i5 8300HQ,Dell,8,8th Gen,DDR4,RTX 2060,Dedicated
Asus VivoBook 14 X415JA-EK324WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),28330,512,Student,Windows 11,1.6,No,14.0,1920x1080,157,Yes,10th Gen Intel Core i3 1005G1,Asus,8,10th Gen,Unknown,Unknown,Integrated
Lenovo 130-15AST (81H5002FUS) Laptop (AMD Dual Core A9/ 4GB/ 128GB SSD/ Win10),50966,128,Gaming,Windows 10,2.1,No,15.6,1366x768,100,Yes,AMD A9-9425,Lenovo,4,Unknown,DDR4,RADEON R5,Unknown
Lenovo Ideapad Slim 3i 82H802FAIN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),34990,256,Student,Windows 11,1.65,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i3 1135G7,Lenovo,8,11th Gen,DDR4,Unknown,Integrated
Dell Inspiron 15 3541 Notebook (APU Dual Core E1/ 4GB/ 500GB/ Ubuntu),22200,500,Gaming,Linux,2.4,No,15.6,1366x768,100,No,AMD APU Dual Core E1-6010,Dell,4,Unknown,DDR3,RADEON R2,Unknown
Lenovo Thinkpad E14 20TAS0XF00 Laptop (11th Gen Core i3/ 4GB/ 256GB SSD/ Free DOS),49999,256,General,DOS,1.7,No,14.0,1920x1080,157,Yes,11th Gen Intel Core i3,Lenovo,4,11th Gen,DDR4,Unknown,Integrated
HP Chromebook 14a-na1005TU Laptop (Celeron N4020/ 4GB/ 64GB eMMC/ Chrome OS),30500,64,Student,ChromeOS,1.46,Yes,14.0,1366x768,112,Yes,Intel Celeron  N4020,Hp,4,Celeron,LPDDR4,Unknown,Integrated
HP Pavilion Aero 13-be0200AU Laptop (Ryzen 5-5600U/ 16GB/ 512GB SSD/ Win10),88400,512,General,Windows 10,1.85,No,13.3,1920x1200,170,Yes,5th Gen AMD  Ryzen 5 5600U,Hp,16,5th Gen,DDR4,Unknown,Integrated
MSI GT75 8RG-255IN Laptop (8th Gen Ci9/ 32GB/ 1TB 512GB SSD/ Win10/ 8GB Graph),344989,1024,Gaming,Windows 10,3.175,No,17.3,1920x1080,127,No,8th Gen Intel Core i9 8950HK,Msi,32,8th Gen,DDR4,GTX 1080,Dedicated
LG Gram 14 2023 ââ14Z90R-G.CH54A2 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),98999,512,General,Windows 11,3.175,No,14.0,1920x1200,162,Yes,13th Gen Intel Core i5 1340P,Lg,16,13th Gen,LPDDR5,IRIS XE,Integrated
Asus X541UV-XO029D Laptop (6th Gen Ci5/ 4GB/ 1TB/ FreeDOS/ 2GB Graph),32299,1024,Student,DOS,1.98,No,15.6,1366x768,100,No,6th Gen Intel Core i5 6198DU,Asus,4,6th Gen,DDR4,Unknown,Integrated
Asus ZenBook Flip 13 2021 UX363EA-HP296R Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),69990,512,Business,Windows 10,1.3,Yes,13.3,1920x1080,166,Yes,11th Gen Intel Core i5 1135G7,Asus,8,11th Gen,LPDDR4X,IRIS XE,Integrated
Toshiba Satellite C850-X5214 Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win7 HB/ 1GB Graph),35980,500,Gaming,Windows 7,2.3,No,15.6,1366x768,100,No,3rd Gen Intel Core i5 3210M,Toshiba,4,3rd Gen,DDR3,Unknown,Unknown
Lenovo ThinkPad E15 20TDS0GA00 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win10 Home),74339,512,General,Windows 10,1.7,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i5 1135G7,Lenovo,8,11th Gen,DDR4,IRIS XE,Integrated
Dell Inspiron 14 5482 Laptop (8th Gen Core i3/ 8GB/ 1TB/ Win10/ 2GB Graph),51930,1024,Gaming,Windows 10,1.7,Yes,14.0,1920x1080,157,No,8th Gen Intel Core i3 8145U,Dell,8,8th Gen,DDR4,MX130,Dedicated
Asus X515MA-EJ101T Laptop (Pentium Quad Core/ 4GB/ 1TB/ Win10 Home),25500,1024,Student,Windows 10,1.8,No,15.6,1920x1080,141,Yes,Intel Pentium  N5030,Asus,4,Pentium,DDR4,UHD 605,Integrated
Asus EeeBook E410KA-BV101WS Laptop (Pentium N6000/ 8GB/ 256GB SSD/ Win11 Home),27990,256,Business,Windows 11,1.3,No,14.1,1366x768,111,Yes,Intel Pentium  N6000,Asus,8,Pentium,DDR4,Unknown,Integrated
HP 15q-ds0007TU (4TT09PA) Laptop (7th Gen Ci3/  4GB/ 1TB/ Win10 Home),33059,1024,Student,Windows 10,2.1,No,15.6,1366x768,100,No,7th Gen Intel Core i3 7020U,Hp,4,7th Gen,DDR4,Unknown,Integrated
Asus VivoBook Flip TP470EA-EC029TS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),51990,512,General,Windows 10,1.5,Yes,14.1,1920x1080,157,No,11th Gen Intel Core i5 1135G7,Asus,8,11th Gen,DDR4,Unknown,Integrated
Dell Inspiron 3576 Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10),44990,1024,General,Windows 10,2.13,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8250U,Dell,8,8th Gen,DDR4,UHD 620,Integrated
Asus ROG Strix GL503GE-EN169T Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 4GB Graph),80000,1024,Gaming,Windows 10,2.5,No,15.6,1920x1080,141,No,8th Gen Intel Core i5 8300H,Asus,8,8th Gen,DDR4,GTX 1050TI,Dedicated
Lenovo Legion 5 82B500BHIN Laptop (AMD Ryzen 5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),61990,1024,Gaming,Windows 10,2.3,No,15.6,1920x1080,141,Yes,4th Gen AMD Ryzen 5 4600H 4600H,Lenovo,8,4th Gen,DDR4,GTX 1650,Dedicated
Dell Inspiron 3505 Laptop (Athlon Dual Core/ 4GB/ 256GB SSD/ Win10 Home),30640,256,Gaming,Windows 10,1.83,No,15.6,1366x768,100,Yes,3rd Gen AMD Athlon  3150U,Dell,4,3rd Gen,DDR4,Unknown,Unknown
Lenovo Ideapad 330-15IKB (81DE00GFIN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ FreeDOS),26990,1024,Student,DOS,2.2,No,15.6,1920x1080,141,No,7th Gen Intel Core i3,Lenovo,4,7th Gen,DDR4,Unknown,Unknown
Lenovo Ideapad S145 81VD00EFIN Laptop (7th Gen Core i3/ 4GB/ 1TB/ Win10),30990,1024,Student,Windows 10,1.85,No,15.6,1920x1080,141,Yes,7th Gen Intel Core i3 7020U,Lenovo,4,7th Gen,DDR4,Unknown,Unknown
HP Pavilion Touchsmart 15-n201TU Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8.1/ Touch),39990,500,Student,Windows 8,2.57,Yes,15.6,1366x768,100,No,3rd Gen Intel Core i3 3217U,Hp,4,3rd Gen,DDR3,HD GRAPHICS 4000,Integrated
Toshiba Satellite C50-A P0012 Laptop (3rd Gen Ci3/ 2GB / 500GB/ FreeDOS),27970,500,Student,DOS,2.3,No,15.6,1366x768,100,No,Intel Core i3,Toshiba,2,Unknown,DDR3,Unknown,Integrated
Asus UX363EA-HP562WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),81890,512,Business,Windows 11,1.3,Yes,13.3,1920x1080,166,Yes,11th Gen Intel Core i5 1135G7,Asus,16,11th Gen,LPDDR4X,IRIS XE,Integrated
Asus X509FA-EJ581T Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10 Home),44275,1024,General,Windows 10,1.9,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8265U,Asus,8,8th Gen,DDR4,UHD 620,Integrated
HP ZBook (5LA82PA) Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10/ 4GB Graph),125000,1024,General,Windows 10,1.85,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8300H,Hp,8,8th Gen,DDR4,Unknown,Dedicated
Fujitsu UH-X 4ZR1F38026 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),79990,512,General,Windows 11,3.175,Yes,13.3,1920x1080,166,Yes,11th Gen Intel Core i5 1135G7,Fujitsu,16,11th Gen,LPDDR4X,IRIS XE,Integrated
Lenovo Ideapad 330 (81DE01REIN) Laptop (8th Gen Core i5/ 4GB/ 1TB/ Win10),42990,1024,General,Windows 10,2.2,No,15.6,1920x1080,141,No,8th Gen Intel Core i5 8250U,Lenovo,4,8th Gen,DDR4,UHD 620,Integrated
Lenovo IdeaPad Slim 5 82LN00R9IN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),75000,512,Gaming,Windows 11,1.66,No,15.6,1920x1080,157,Yes,5th Gen AMD Ryzen 5  5500U,Lenovo,8,5th Gen,DDR4,Unknown,Unknown
Acer Predator Helios PH315-51 (NH.Q3HSI.009) Laptop (8th Gen Ci7/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),80990,1024,Gaming,Windows 10,2.5,No,15.6,1920x1080,141,No,8th Gen Intel Core i7 8750H,Acer,8,8th Gen,DDR4,GTX 1050 TI,Dedicated
Lenovo Ideapad S145 (81MV013QIN) Laptop (8th Gen Core i5/ 4GB/ 1TB/ Win10),38990,1024,Student,Windows 10,1.85,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8265U,Lenovo,4,8th Gen,DDR4,UHD 620,Integrated
Dell Vostro 3580 Laptop (8th Gen Core i5/ 8GB/ 256GB SSD/ Win10),79900,256,General,Windows 10,2.2,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8265U,Dell,8,8th Gen,Unknown,HD GRAPHICS 620,Integrated
Asus Zenbook Flip UX360UAK-DQ213T Laptop (7th Gen Ci7/ 8GB/ 512GB SSD/ Win10),99899,512,Business,Windows 10,1.27,Yes,13.3,3200x1800,202,No,7th Gen Intel Core i7 7500U,Asus,8,7th Gen,DDR3,Unknown,Integrated
Lenovo B40-70 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (59-443490),34990,500,Student,Windows 8.1,2.2,No,14.0,1920x1080,157,No,4th Gen Intel Core i3 4005U,Lenovo,4,4th Gen,DDR3,HD GRAPHICS 4400,Integrated
Asus TUF Dash F15 2022 FX517ZC-HN108WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 4GB Graph),129990,1024,Gaming,Windows 11,2.0,No,15.6,1920x1080,141,Yes,12th Gen Intel Core i7 12650H,Asus,16,12th Gen,DDR5,RTX 3050,Dedicated
Dell Vostro 3401 Laptop (10th Gen Core i3/ 4GB/ 1TB 256GB SSD/ Win10 Home),36990,1024,Student,Windows 10,1.64,No,14.0,1366x768,112,Yes,10th Gen Intel Core i3 1005G1,Dell,4,10th Gen,DDR4,Unknown,Integrated
Asus TUF Gaming A17 FA777RC-HX027WS Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),76661,512,Gaming,Windows 10,1.85,No,17.3,1920x1080,127,Yes,6th Gen AMD Ryzen 7  6800H,Asus,16,6th Gen,DDR4,RTX 3050,Dedicated
Dell Inspiron 3558 Notebook (5th Gen Ci3/ 4GB/ 1TB/ Win10/ 2GB Graph),38490,1024,Gaming,Windows 10,1.85,No,15.6,1366x768,100,No,5th Gen Intel Core i3 5005U,Dell,4,5th Gen,DDR3,Unknown,Unknown
Lenovo ThinkPad X1 Yoga 20XYS00R00 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Pro),196999,1024,Business,Windows 10,1.35,No,14.0,1920x1080,157,Yes,11th Gen Intel  Core i7 1165G7,Lenovo,16,11th Gen,Unknown,Unknown,Integrated
Dell Inspiron G7 7590 Gaming Laptop (9th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win10/ 6GB Graph),139490,1024,Gaming,Windows 10,2.5,No,15.6,1920x1080,141,No,9th Gen Intel Core i7 9750H,Dell,16,9th Gen,DDR4,RTX 2060,Dedicated
HP Pavilion Touchsmart 14-B173TU Sleekbook (2nd Gen Ci3/ 4GB/ 500GB/ Win8/ Touch),34390,500,Student,Windows 8,2.0,Yes,14.0,1366x768,112,No,2nd Gen Intel Core i3 2375M,Hp,4,2nd Gen,DDR3,HD GRAPHICS 3000,Integrated
Asus FX553VD-DM1031T Laptop (7th Gen Ci5/ 8GB/ 1TB/ Endless OS/ 2GB Graph),58790,1024,Gaming,Linux,2.5,No,15.6,1920x1080,141,Yes,7th Gen Intel Core i5-7300HQ,Asus,8,7th Gen,DDR4,GTX 1050,Dedicated
Acer Aspire E5-571 laptop(Ci3/4GB/500GB /256MB/Windows 8.1),29799,500,Student,Windows 8.1,2.35,No,15.6,1366x768,100,No,4th Gen Intel Core i3 4005U,Acer,4,4th Gen,DDR3,Unknown,Unknown
MSI WE63 8SJ-457IN Laptop (8th Gen Core i7/ 16GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),169990,1024,General,Windows 10,2.69,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i7 8750H,Msi,16,8th Gen,DDR4,QUADRO P2000,Dedicated
Dell Inspiron 3493 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10),48989,512,General,Windows 10,1.66,No,14.0,1920x1080,157,No,10th Gen Intel Core i5 1035G1,Dell,8,10th Gen,DDR4,Unknown,Integrated
Lenovo Thinkpad L380 (20M5S04P00) Laptop (8th Gen Ci3/ 8GB/ 256GB SSD/ Win10),85999,256,General,Windows 10,1.46,Yes,13.3,1366x768,118,Yes,8th Gen Intel Core i3 8130U,Lenovo,8,8th Gen,DDR4,UHD 620,Integrated
Lenovo V310 (80SX009HIH) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS),34590,1024,Student,DOS,1.9,No,14.1,1366x768,111,Yes,6th Gen Intel Core i3 6006U,Lenovo,4,6th Gen,DDR4,Unknown,Unknown
HP 348 G4 (3TU24PA) Laptop (7th Gen Ci5/ 8GB/ 1TB/ FreeDOS),55200,1024,General,DOS,2.0,No,14.0,1366x768,112,Yes,7th Gen Intel Core i5 7200U,Hp,8,7th Gen,DDR4,Unknown,Unknown
Lenovo Essential G510 (59-398431) Laptop (4th Gen Ci3/ 2GB/ 500GB/ DOS),25990,500,Student,DOS,2.6,No,15.6,1366x768,100,No,Intel Core i3 4000M,Lenovo,2,Unknown,DDR3,HD GRAPHICS 4600,Integrated
Asus TUF Gaming F15 FX566HE-HN048T Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10/ 4GB Graph),99990,1024,Gaming,Windows 10,2.3,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i7 11800H,Asus,16,11th Gen,DDR4,RTX 3050 TI,Dedicated
LG Gram 14 14Z960-G Laptop (6th Gen Ci5/ 4GB/ 128GB SSD/ Win10),46995,128,General,Windows 10,3.175,No,14.0,1920x1080,157,No,6th Gen Intel Core i5-6200U,Lg,4,6th Gen,DDR3,Unknown,Unknown
Lenovo Ideapad 3 82EY0077IN Laptop (AMD Ryzen 5/ 8GB/ 1TB 256 GB SSD/ Win10/ 4GB Graph),66990,1024,Gaming,Windows 10,2.2,No,15.6,1920x1080,141,Yes,4th Gen AMD Ryzen 5  4600H,Lenovo,8,4th Gen,DDR4,GTX 1650,Dedicated
Dell Inspiron 3567 Notebook (7th Gen Ci5/ 8GB/ 1TB/ Ubuntu),46500,1024,General,Ubuntu,1.85,No,15.6,1366x768,100,No,7th Gen Intel Core i5,Dell,8,7th Gen,DDR4,Unknown,Unknown
Acer Aspire 5 A515-51G (UN.GWJSI.006) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),52786,1024,General,Windows 10,2.1,No,15.6,1920x1080,141,No,8th Gen Intel Core i5,Acer,8,8th Gen,DDR4,MX130,Dedicated
Toshiba Satellite C50-A-I0011 Laptop (4th Gen Ci3/ 2GB/ 500GB/ FreeDOS),23600,500,Student,DOS,2.38,No,15.6,1366x768,100,No,4th Gen Intel Core i3 4005U,Toshiba,2,4th Gen,DDR3,HD GRAPHICS 4400,Integrated
Dell Inspiron 14 3442 3442P4500iB Notebook (4th Gen PDC/ 4GB/ 500GB/ Win8.1),28200,500,Student,Windows 8,1.85,No,14.0,1366x768,112,No,Intel Pentium Dual Core 3558U,Dell,4,Pentium,DDR3,Unknown,Integrated
Lenovo V14-IGL Laptop (Celeron N4020/ 4GB/ 512GB SSD/ Win11 Home),21990,512,Student,Windows 11,1.85,No,14.0,1920x1080,147,Yes,Intel Celeron  N4020,Lenovo,4,Celeron,DDR4,Unknown,Integrated
Asus EeeBook E210MA-GJ012W Laptop (Celeron Dual Core/ 4GB/ 64GB eMMC/ Win11 Home),11990,512,Business,Windows 11,1.05,No,11.6,1366x768,135,Yes,Intel Celeron  N4020,Asus,4,Celeron,DDR4,HD GRAPHICS 600,Integrated
Asus ZenBook 15 UX534FT-A7621TS Laptop (10th Gen Core i7/ 16GB/ 1TB SSD/ Win10/ 4GB Graph),132990,1024,Gaming,Windows 10,1.65,No,15.6,1920x1080,141,Yes,10th Gen Intel  Core i7 10510U,Asus,16,10th Gen,LPDDR3,GTX1650,Dedicated
HP Pavilion X360 15-bk001tx (Z1D84PA) Laptop (6th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),54999,1024,General,Windows 10,2.3,Yes,15.6,1920x1080,141,No,6th Gen Intel Core i5 6200U,Hp,8,6th Gen,DDR3,Unknown,Unknown
Asus R558UQ-DM701T Laptop (7th Gen Ci7/ 8GB/ 1TB/ Win10/ 2GB Graph),59290,1024,Gaming,Windows 10,2.3,No,15.6,1920x1080,141,No,7th Gen Intel Core i7-7500U,Asus,8,7th Gen,DDR4,Unknown,Dedicated
Lenovo Ideapad Z500 (59-366499) Laptop (3rd Gen Ci5/ 4GB/ 1TB/ Win8),47371,1024,General,Windows 8,2.89,No,15.6,1366x768,100,No,3rd Gen Intel Core i5 3230M,Lenovo,4,3rd Gen,DDR3,HD GRAPHICS 4000,Integrated
Asus Vivobook Ultra X513EA-BQ312TS Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win 10),43990,256,General,Windows 10,1.8,No,15.6,1920x1080,145,Yes,11th Gen Intel Core i3 1115G4,Asus,8,11th Gen,DDR4,Unknown,Integrated
Dell Inspiron 14R N5437 Laptop (4th Gen Ci5/ 6GB/ 750GB/ FreeDOS/ Touch),42999,750,General,DOS,2.3,No,14.0,1366x768,113,No,4th Gen Intel Core i5 4200U,Dell,6,4th Gen,DDR3,HD GRAPHICS 4400,Integrated
HP 15q-ds0005TU (4TT06PA) Laptop (Pentium Quad Core/ 4GB/ 1TB/ Win10 Home),27071,1024,Student,Windows 10,1.77,No,15.6,1366x768,100,No,Intel Pentium Silver N5000,Hp,4,Pentium,DDR4,UHD 605,Integrated
HP Pavilion 14-ce1073TX Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10/ 2GB Graph),58989,512,General,Windows 10,1.59,No,14.0,1920x1080,157,No,8th Gen Intel Core i5 8265U,Hp,8,8th Gen,DDR4,MX150,Dedicated
HP 240 G3 Series Laptop (4th Gen Ci3/ 4GB/ 500GB/ FreeDOS) (L1D85PT),26899,500,Student,DOS,2.4,No,14.0,1366x768,112,No,4th Gen Intel Core i3 4005U,Hp,4,4th Gen,DDR3,HD GRAPHICS 4000,Integrated
Acer Aspire 3 A315-31 (NX.GR5SI.001) Laptop (PQC/ 4GB/ 1TB/ Linux),24990,1024,Student,Linux,2.1,No,15.6,1366x768,100,No,Intel Pentium N4200,Acer,4,Pentium,DDR3,Unknown,Integrated
MSI Creator 15M A10SD-1041IN Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Home/ 6GB Graph),110000,512,Gaming,Windows 10,1.86,No,15.6,1920x1080,141,Yes,10th Gen Intel Core i7 10750H,Msi,16,10th Gen,DDR4,GTX 1660TI,Dedicated
HP ProBook G2 Series( Intel Core i3/4GB/500 GB/Intel HD Graphics 4400/ DOS),39505,500,Student,DOS,2.1,No,14.0,1366x768,112,No,4th Gen Intel Core i3 4030U,Hp,4,4th Gen,DDR3,HD GRAPHICS 4400,Integrated
Lenovo IdeaPad 3 82H801L6IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),43990,512,General,Windows 11,1.65,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i5 1135G7,Lenovo,8,11th Gen,DDR4,IRIS XE,Integrated
